Trace
Swept SA
A.07.06,N9010A
5380000000,-31.5555813411611
5384000000,-31.6787615047244
5388000000,-31.599099191188
5392000000,-31.7083155610379
5396000000,-31.6720145016642
5400000000,-31.8040139033622
5404000000,-31.6714361610173
5408000000,-31.6858457209185
5412000000,-31.6385206138763
5416000000,-31.5529788082501
5420000000,-31.6379422732294
5424000000,-31.711146754029
5428000000,-31.7608332664692
5432000000,-31.8046402868196
5436000000,-31.8131703546309
5440000000,-31.8628568670711
5444000000,-31.8780878077141
5448000000,-31.7281021070477
5452000000,-32.0043795828951
5456000000,-31.9469958826438
5460000000,-31.9513468493358
5464000000,-31.8836740379273
5468000000,-32.0408917989553
5472000000,-31.7365694309305
5476000000,-31.8423416361724
5480000000,-32.0539446990314
5484000000,-31.9921513797127
5488000000,-31.9097798380796
5492000000,-31.9920340749621
5496000000,-31.8655663426551
5500000000,-32.0007360083462
5504000000,-31.9448221811174
5508000000,-32.0417751482245
5512000000,-32.0152587814448
5516000000,-32.0534168276535
5520000000,-32.1650685249852
5524000000,-32.273780476272
5528000000,-32.3089987764357
5532000000,-32.3824337751834
5536000000,-32.2030506140679
5540000000,-32.1647752631086
5544000000,-32.2470294999911
5548000000,-32.1822964346274
5552000000,-32.7231510545177
5556000000,-32.6290205287049
5560000000,-32.5848656856558
5564000000,-32.790589256425
5568000000,-32.8250726200775
5572000000,-32.9609772222798
5576000000,-32.8786056806466
5580000000,-32.9079444887205
5584000000,-33.0166564400073
5588000000,-33.0775975180641
5592000000,-33.1282494849637
5596000000,-33.0546971814653
5600000000,-32.7930011310919
5604000000,-33.1133747976131
5608000000,-32.9780878271714
5612000000,-33.0250651115148
5616000000,-33.0073679828699
5620000000,-33.1351882834487
5624000000,-33.0807443292423
5628000000,-33.0777459308221
5632000000,-33.0071333733686
5636000000,-33.0394119274874
5640000000,-33.0481725132469
5644000000,-33.1774626868481
5648000000,-33.095091145215
5652000000,-32.9921413812674
5656000000,-33.2243226664409
5660000000,-33.2242640140656
5664000000,-33.1072469001571
5668000000,-33.1297538399508
5672000000,-33.0905261128011
5676000000,-33.2100446720772
5680000000,-33.3207439932186
5684000000,-33.2080226149459
5688000000,-33.2246500626497
5692000000,-33.2449521929097
5696000000,-33.2079292752937
5700000000,-33.356845295019
5704000000,-33.3499547743635
5708000000,-33.3460039997529
5712000000,-33.2950172884235
