Trace
Swept SA
A.07.06,N9010A
5876000000,-20.0154590888144
5880000000,-20.02351737803
5884000000,-20.0460537623125
5888000000,-20.103867099134
5892000000,-20.0811230352829
5896000000,-20.0930846928455
5900000000,-20.1472233471109
5904000000,-20.1793139060394
5908000000,-20.2018502903219
5912000000,-20.2243866746044
5916000000,-20.2557422970217
5920000000,-20.2518209668999
5924000000,-20.2437756332733
5928000000,-20.2810107477804
5932000000,-19.9654763368969
5936000000,-20.2067381859634
5940000000,-20.2207409476738
5944000000,-20.1887698915727
5948000000,-20.1475377717099
5952000000,-20.1477477120388
5956000000,-20.1079854651985
5960000000,-20.0958651902223
5964000000,-20.0490391938323
5968000000,-20.0501477760583
5972000000,-20.0177348943303
5976000000,-20.0502820411533
5980000000,-19.9852463373685
5984000000,-20.027796979786
5988000000,-20.0497693998891
5992000000,-20.039404613498
5996000000,-19.9866991250183
6000000000,-19.9922173263116
